uid,non_webpage_list
VA00460,"[[u'http://abcnews.go.com/US/missing-mute-autistic-boy-robert-woods-jr-found/story?id=14836785', u'http://www.huffingtonpost.com/2011/10/28/robert-wood-jr-missing-au_n_1064811.html', u'http://www.wusa9.com/news/article/172615/44/Missing-Autistic-Boy-Found-Alive-In-Virginia', u'http://www.outsideonline.com/outdoor-adventure/outdoor-skills/survival/Catch-Me-If-You-Can-20120801.html?page=all', u'http://www.linkedin.com/in/bobwood1', u'http://articles.cnn.com/2011-10-28/us/us_virginia--autistic-boy-found_1_autistic-boy-quarry-emergency-room?_s=PM:US', u'http://www.cbsnews.com/8301-504083_162-20127239-504083/missing-va-autistic-boy-found-alive-after-6-day-search/', u'http://www.healthgrades.com/physician/dr-john-wood-3kh4m', u'http://www.whitepages.com/name/Robert-Wood/Virginia'], [u'http://www.rwjf.org/humancapital/product.jsp?id=74575', u'http://www.bgrdc.com/x-bios/bgr-wood.html', u'http://www.facebook.com/woodforcouncil', u'http://www.linkedin.com/pub/robert-wood-jr/5/3a3/684', u'http://oldtownalexandria.patch.com/topics/Bob+Wood', u'http://www.nbc12.com/story/15900695/robert-wood-jr-found-alive'], [u'http://www.facebook.com/woodforcouncil', u'https://www.facebook.com/woodforcouncil/info', u'http://oldtownalexandria.patch.com/articles/council-candidate-wood-calls-for-a-reset-to-city-hall', u'http://yrnetwork.com/websites/?id=3310', u'http://www.connectionnewspapers.com/news/2012/sep/20/incumbents-and-former-incumbents-take-heat-brac/', u'http://onlinecandidatelinks.com/index.php?list=top'], [u'http://www.nbc12.com/story/15900695/robert-wood-jr-found-alive', u'http://www.wjla.com/articles/2011/11/robbie-wood-va-boy-found-after-week-in-woods-still-in-hospital-68599.html', u'http://www.nbc12.com/category/224326/the-search-for-robbie-wood-jr', u'http://www.huffingtonpost.com/2011/10/28/robert-wood-jr-missing-au_n_1064811.html', u'http://www2.timesdispatch.com/news/2011/oct/26/27/tdmain01-volunteers-to-resume-search-for-autistic--ar-1410452/', u'http://www.cbsnews.com/8301-504083_162-20126442-504083/search-continues-for-missing-autistic-boy-robert-wood-jr-in-va./', u'http://www2.timesdispatch.com/news/2011/oct/28/50/hundreds-of-volunteers-turn-out-for-search-despite-ar-1417760/', u'http://www.wusa9.com/news/article/172615/44/Missing-Autistic-Boy-Found-Alive-In-Virginia']]"
VA00036,"[[u'http://www.victoryfund.org/endorsed_candidates/profile/candidate:639', u'http://paulsmedberg.org/endorsements-and-supporters.htm', u'http://www.equalityvirginia.org/component/content/article/43-programs/133-paul-smedberg', u'http://lgbtvadem.org/wp-content/uploads/2011/01/Paul-Smedberg.pdf', u'http://www.linkedin.com/pub/paul-smedberg/7/461/64b', u'http://redalexandriava.com/tag/paul-smedberg/', u'http://www.linkedin.com/pub/dir/Paul/Smedberg', u'http://projects.washingtonpost.com/elections/2012/va/city-councilor/2379/paul-c-smedberg/'], [u'http://lgbtvadem.org/wp-content/uploads/2011/01/Paul-Smedberg.pdf', u'http://paulsmedberg.org/paul-smedbers-biography.htm', u'http://redalexandriava.com/tag/paul-smedberg/', u'http://www.victoryfund.org/endorsed_candidates/profile/candidate:639', u'http://www.equalityvirginia.org/component/content/article/43-programs/133-paul-smedberg', u'http://oldtownalexandria.patch.com/articles/councilman-smedberg-begins-re-election-bid', u'http://www.linkedin.com/in/johnalexgolden', u'http://www.alexdems.org/candidates.shtml', u'http://notlarrysabato.typepad.com/doh/2012/06/alexandria-council-primary-tomorrow.html'], [u'http://paulsmedberg.org/endorsements-and-supporters.htm', u'http://www.facebook.com/SmedbergforCouncil', u'http://www.linkedin.com/in/johnalexgolden', u'http://www.alexdems.org/NEWSLETTER/ADCNewsletterJan09.pdf', u'http://www.linkedin.com/pub/dir/John/Golden/us-97-Washington-D.C.-Metro-Area', u'http://www.linkedin.com/pub/dir/John+Alexander/+', u'http://www.linkedin.com/pub/dir/Alex/Golden', u'http://www.linkedin.com/pub/dir/Alexander/Golden', u'http://www.linkedin.com/pub/dir/John/Golden', u'http://www.facebook.com/bobby.mahoney'], [u'http://www.equalityvirginia.org/component/content/article/43-programs/133-paul-smedberg', u'http://www.victoryfund.org/endorsed_candidates/profile/candidate:639', u'http://paulsmedberg.org/contact-the-campaign.htm', u'http://lgbtvadem.org/wp-content/uploads/2011/01/Paul-Smedberg.pdf', u'http://www.alexdems.org/candidates.shtml', u'http://www.thinkoutsidethecar.org/nvtc/bios.asp', u'http://www.linkedin.com/in/johnalexgolden', u'http://oldtownalexandria.patch.com/articles/councilman-smedberg-begins-re-election-bid', u'http://www.cameronstation.org/index.php/joomla/other-components-remaining-component-views/localcontacts']]"
VA00037,"[[u'http://oldtownalexandria.patch.com/topics/Del+Pepper', u'http://lgbtvadem.org/wp-content/uploads/2011/01/Del-Pepper.pdf', u'http://delray.patch.com/articles/pepper-kicks-off-re-election-bid', u'http://redalexandriava.com/tag/del-pepper/', u'http://www.urbanspoon.com/m/r/7/106562', u'http://redalexandriava.com/2012/05/14/update-no-violation-for-del-pepper-and-more-on-council-candidate-campaign-finance-violations/', u'http://www.linkedin.com/pub/del-pepper/6/6a3/468', u'http://redalexandriava.com/2012/05/12/3961/', u'http://projects.washingtonpost.com/elections/2012/va/city-councilor/2379/redella-s-del-pepper/'], [u'http://redalexandriava.com/2012/05/14/update-no-violation-for-del-pepper-and-more-on-council-candidate-campaign-finance-violations/', u'http://lgbtvadem.org/wp-content/uploads/2011/01/Del-Pepper.pdf', u'http://redalexandriava.com/tag/del-pepper/', u'http://delray.patch.com/articles/pepper-kicks-off-re-election-bid', u'http://oldtownalexandria.patch.com/topics/Del+Pepper', u'http://sierraclub.org/coal/va/default.aspx', u'http://dcporcupine.tumblr.com/post/21721083662/post-error-blamed-on-va-campaign-finance-database', u'http://www.paulsmedberg.org/pdf/sierra-club-endorsement-press-release.pdf'], [u'http://delray.patch.com/articles/officials-laud-genon-s-last-gasp', u'http://www.firstnightalexandria.org/sites/default/files/final%20press%20copy.pdf', u'http://oldtownalexandria.patch.com/articles/genon-closure-announcement-is-historic-day-for-alexandria', u'http://www.alexdems.org/NEWSLETTER/ADCNewsletterJan09.pdf', u'http://www.facebook.com/pages/Alexandria-Bicycle-and-Pedestrian-Advisory-Committee/112205025523158', u'http://www.monticello.no/2012/07/16/bedriften-din-har-ikke-du-bygget-opp/', u'http://paradisemiguel.blogg.no/m_052012.html'], [u'http://oldtownalexandria.patch.com/topics/Del+Pepper', u'http://lgbtvadem.org/wp-content/uploads/2011/01/Del-Pepper.pdf', u'http://delray.patch.com/articles/pepper-kicks-off-re-election-bid', u'http://sierraclub.org/coal/va/default.aspx', u'http://www.alexdems.org/candidates.shtml', u'http://volunteeralexandria.org/archives/VolAlex_2012_PressRelease_TeamsServiceDayTeamsforMay4.htm', u'http://www.connectionnewspapers.com/news/2012/apr/12/letter-another-step-smoke-free-city/', u'http://thefightback.org/2012/08/wpfw-and-naacp-alexandria-hold-town-hall/', u'http://www.chapman4council.com/news/virginia_young_democrats_endorses_four_local_alexandria_young_democrats']]"
VA00365,"[[u'http://www.linkedin.com/in/jonbaliles', u'http://www2.timesdispatch.com/news/2012/jun/04/jon-baliles-challenging-bruce-tyler-richmonds-1st--ar-1964709/', u'http://wtvr.com/2012/06/04/jon-baliles-governors-son-announces-richmond-city-council-run/', u'http://nearwestendnews.net/2012/06/04/jon-baliles-to-run-for-1st-district-city-council-seat/', u'https://twitter.com/jonbaliles', u'http://www.the-richmonder.com/2012/06/jon-baliles-announces-run-for-richmonds.html', u'http://rvanews.com/tag/jon-baliles', u'http://wotbn.net/baliles-to-challenge-for-tylers-council-seat/', u'http://www.styleweekly.com/richmond/baliles-jumps-in-richmond-council-race/Content?oid=1719072'], [u'http://wtvr.com/2012/06/04/jon-baliles-governors-son-announces-richmond-city-council-run/', u'http://www2.timesdispatch.com/news/2012/jun/04/jon-baliles-challenging-bruce-tyler-richmonds-1st--ar-1964709/', u'http://rvanews.com/tag/jon-baliles', u'https://twitter.com/jonbaliles', u'http://rvanews.com/tag/2012-elections/page/4', u'http://www.washcoll.edu/class/1962/jeanniepattersonbaliles/', u'http://www.styleweekly.com/richmond/baliles-jumps-in-richmond-council-race/Content?oid=1719072', u'http://www.facebook.com/JonBalilesforCouncil', u'http://www.bluevirginia.us/diary/7120/president-obama-campaigns-in-virginia', u'http://www.sorenseninstitute.org/content/plp-class-2011'], [], [u'http://www.washcoll.edu/class/1962/jeanniepattersonbaliles/', u'http://www.sorenseninstitute.org/content/plp-class-2011', u'http://www.bluevirginia.us/', u'http://www.good.is/posts/join-us-for-good-ideas-for-cities-in-richmond-virginia-on-april-24', u'http://www.rutherfoord.com/index.cfm/page/RVA-Street-Art-Festival-turns-Canal-Walk-into-art-gallery-with-volunteers-from-Rutherfoord/cdid/11018/pid/10320', u'http://va-rep.org/board.html', u'http://rvanews.com/', u'http://www.richmondbizsense.com/2012/04/12/a-fresh-coat-of-paint/', u'http://lcnvblog.wordpress.com/2012/06/20/lcnvs-golden-reunion-guest-speaker-jeannie-baliles/', u'http://amestrib.com/sections/sports/outdoors/purple-martins-add-splash-color-richmond-va.html']]"
VA00048,"[[u'http://www.apsva.us/Page/3064', u'http://emmaforschoolboard.org/', u'http://clarendon.patch.com/topics/Emma+Violand-Sanchez', u'http://arlingtonstory.us/archives/1389', u'http://www.youtube.com/watch?v=OM61NG7Huq4', u'http://www.facebook.com/emma.violandsanchez', u'http://www.youtube.com/watch?v=D1H0MBw4ePY', u'https://twitter.com/emma4schoolbrd', u'http://ballston.patch.com/articles/school-board-elects-violand-sanchez-chairwoman', u'http://virginiahumanities.org/who-we-are/board/'], [u'http://onyourballot.vote411.org/candidate-detail.do?id=10907909', u'http://www.arlingtonyoungdems.org/campaign-corner/', u'http://www.sungazette.net/arlington/news/school-board-candidates-take-summer-vacation-from-fund-raising/article_7cc2dfbe-d195-11e1-85af-0019bb2963f4.html', u'http://emmaforschoolboard.org/', u'http://www.arlingtondemocrats.org/electeds/', u'http://www.arlnow.com/2012/04/13/candidate-withdraws-from-school-board-race/', u'http://augustafreepress.com/2012/06/14/rubio-campaigns-for-allen-in-nova/', u'http://www.arlingtonva.us/Departments/VoterRegistration/VoterRegistrationElectionInformation.aspx', u'http://www.edu-futuro.org/?page_id=56', u'http://www.washingtonpost.com/blogs/virginia-politics/post/marco-rubio-endorses-george-allens-senate-bid/2012/06/14/gJQAMs8WcV_blog.html'], [], [u'http://clarendon.patch.com/topics/Emma+Violand-Sanchez', u'http://emmaforschoolboard.org/', u'http://onyourballot.vote411.org/candidate-detail.do?id=10907909', u'http://arlingtonstory.us/archives/1389', u'http://ballston.patch.com/articles/school-board-elects-violand-sanchez-chairwoman', u'http://www.arlingtonva.us/departments/commissions/womencommission/WomenCommissionNotableWomen.aspx', u'http://www.arlingtondemocrats.org/candidates/', u'http://www.arlingtonva.us/Departments/VoterRegistration/VoterRegistrationElectionInformation.aspx', u'http://mysite.verizon.net/vzeqpnp2/novacommunity/id10.html', u'http://www.arlingtonva.us/departments/voterregistration/VoterRegistrationElected.aspx']]"
VA00232,"[[u'http://alextimes.com/2012/02/opinion-councilwoman-alicia-hughes-personal-life-does-not-inform-public-service/', u'http://redalexandriava.com/2011/04/01/alicia-hughes-attacked-again/', u'http://www.linkedin.com/pub/dir/Alicia/Hughes', u'http://delray.patch.com/topics/Alicia+Hughes', u'http://www.linkedin.com/pub/alicia-hughes/18/ab/2b7', u'http://oldtownalexandria.patch.com/topics/Alicia+Hughes', u'http://www.washingtonpost.com/blogs/the-state-of-nova/post/alicia-hughess-election-day-petition/2012/06/13/gJQAPATmaV_blog.html', u'http://projects.washingtonpost.com/2009/elections/va/city-councilor/1311/alicia-r-hughes/', u'http://www.facebook.com/pages/Alicia-Hughes-for-Alexandria-City-Council/55785273724'], [u'http://redalexandriava.com/2012/08/20/photo-alicia-hughes-campaign-office/', u'http://redalexandriava.com/tag/alicia-hughes/', u'http://www.washingtonpost.com/blogs/the-state-of-nova/post/alicia-hughess-election-day-petition/2012/06/13/gJQAPATmaV_blog.html', u'http://delray.patch.com/topics/Alicia+Hughes', u'http://www.alexandriacrwc.org/Tempo_September2012.pdf', u'http://oldtownalexandria.patch.com/topics/Alicia+Hughes', u'http://www.localkicks.com/politics/local_politics/hughes-late-again', u'http://oldtownalexandria.patch.com/articles/how-much-money-has-each-council-candidate-raised', u'http://seanforcouncil.com/'], [u'http://www.facebook.com/pages/Alicia-Hughes-for-Alexandria-City-Council/55785273724', u'http://www.alexandrianews.org/2012/09/hughes-loses-final-court-battle-with-former-landlord/', u'http://www.timlovain.com/news.aspx', u'http://www.alexandrianews.org/category/choice-2012/page/2/', u'http://oldtownalexandria.patch.com/articles/lovain-announces-candidacy-for-city-council', u'http://www.alexandrianews.org/2012/07/page/4/', u'http://www.connectionnewspapers.com/news/2012/may/09/treaty-four-mile-run/', u'http://jacquelinewhitmore.com/caption-contest/', u'http://connection.media.clients.ellingtoncms.com/news/documents/2012/09/27/Alexandria.pdf', u'http://connectionarchives.com/PDF/2012/050912/Arlington.pdf'], [u'http://delray.patch.com/topics/Alicia+Hughes', u'http://oldtownalexandria.patch.com/topics/Alicia+Hughes', u'http://projects.washingtonpost.com/2009/elections/va/city-councilor/1311/alicia-r-hughes/', u'http://oldtownalexandria.patch.com/articles/biden-talks-jobs-bill-at-alexandria-police-headquarters', u'http://alextimes.com/2012/02/opinion-councilwoman-alicia-hughes-personal-life-does-not-inform-public-service/', u'http://www.alexandriacrwc.org/Tempo_September2012.pdf', u'http://westendalexandria.patch.com/topics/Alicia+Hughes']]"
VA00417,"[[u'http://www.altdaily.com/features/news/news-profiles/an-interview-with-congressional-candidate-kenny-golden.html', u'http://www.facebook.com/KennyGoldenforCityCouncil', u'http://www.youtube.com/watch?v=F8dxR5CXHw8', u'https://rally.org/goldenforcouncil', u'http://articles.dailypress.com/2010-10-23/news/golden-bio-online-20101023_1_tax-cuts-health-care-tort-reform', u'http://directory.insidenova.com/5482438/Cheryl-Kenny-Golden-Realtors-LLC-Manassas-VA', u'http://www.votejoinrun.us/id35.html', u'http://www.cherylkenny.com/', u'http://www.virginianewssource.com/editor-letters/1535-time-to-vote-blond-nitwit-off-council-support-kenny-golden'], [u'http://www.altdaily.com/features/news/news-profiles/an-interview-with-congressional-candidate-kenny-golden.html', u'http://www.facebook.com/KennyGoldenforCityCouncil', u'https://rally.org/goldenforcouncil', u'http://www.campaignforliberty.com/usa/VA/2/', u'http://www.linkedin.com/pub/timothy-johnson/9/607/6ab', u'http://articles.dailypress.com/2010-10-23/news/golden-bio-online-20101023_1_tax-cuts-health-care-tort-reform', u'http://reformparty.org/candidates/pastcandidates/', u'http://www.sorenseninstitute.org/newsroom/campaigns-and-elections?page=1'], [u'http://www.facebook.com/KennyGoldenforCityCouncil', u'https://rally.org/goldenforcouncil', u'http://www.votejoinrun.us/id35.html', u'http://www.linkedin.com/pub/timothy-johnson/9/607/6ab', u'http://www.vafree.com/uploads/Congressional%20Campaign%20Overview.pdf', u'http://www.linkedin.com/pub/dir/Roee/Mor', u'http://www.helpcom.net/modules.php?name=News&new_topic=6', u'http://www.oystercrush.com/', u'http://bearingdrift.com/2010/04/10/six-republicans-will-run-in-virginias-2nd-district/'], [u'http://www.facebook.com/KennyGoldenforCityCouncil', u'http://www.facebook.com/events/403440169711766/', u'https://rally.org/goldenforcouncil', u'http://www.rpvb.org/', u'http://articles.dailypress.com/2010-10-23/news/golden-bio-online-20101023_1_tax-cuts-health-care-tort-reform', u'http://www.linkedin.com/pub/timothy-johnson/9/607/6ab', u'http://www.fiusports.com/InsideAthletics/About/AdminStaffDirectory/KennyArena.aspx', u'http://www.allinahealth.org/ahs/ski.nsf/']]"
VA00244,"[[u'http://delray.patch.com/topics/Allison+Silberberg', u'http://lgbtvadem.org/wp-content/uploads/2012/07/Allison-Silberberg.pdf', u'http://oldtownalexandria.patch.com/articles/silberberg-joins-democrats-in-race-for-city-council-seat', u'http://www.facebook.com/pages/Allison-Silberberg/150035606272?sk=info', u'http://www.cforward.org/candidates/allison-silberberg', u'http://twitter.com/A_Silberberg', u'http://westendalexandria.patch.com/topics/Allison+Silberberg'], [u'http://lgbtvadem.org/wp-content/uploads/2012/07/Allison-Silberberg.pdf', u'http://delray.patch.com/topics/Allison+Silberberg', u'http://oldtownalexandria.patch.com/articles/silberberg-says-citizens-express-concern-over-waterfront-on-the-campaign-trail', u'http://twitter.com/A_Silberberg', u'http://oldtownalexandria.patch.com/articles/state-senators-back-allison-silberberg-in-alexandria-city-council-race-del-ray-old-town', u'http://theburiedlead.wordpress.com/2012/05/16/a-combination-of-experience-optimism-and-kind-ambition-silberberg-makes-run-for-alexandria-city-council-seat/', u'http://oldtownalexandria.patch.com/articles/silberberg-joins-democrats-in-race-for-city-council-seat', u'http://www.connectionnewspapers.com/news/2012/apr/26/spreading-wealth-campaign-trail-alexandria-city-co/', u'http://www.wtop.com/41/2901574/Alexandria-primary-winners-include-incumbents-former-councilmembers'], [u'http://delray.patch.com/topics/Allison+Silberberg', u'http://theburiedlead.wordpress.com/2012/05/16/a-combination-of-experience-optimism-and-kind-ambition-silberberg-makes-run-for-alexandria-city-council-seat/', u'http://www.alexdems.org/', u'http://theburiedlead.wordpress.com/', u'http://oldtownalexandria.patch.com/articles/letter-to-the-editor-alexandrians-for-a-livable-city-congratulates-silberberg', u'http://www.goodnewsnetwork.org/editors-blog/bringing-civility-to-congress-on-9-9.html'], [u'http://delray.patch.com/topics/Allison+Silberberg', u'http://oldtownalexandria.patch.com/articles/silberberg-joins-democrats-in-race-for-city-council-seat', u'http://lgbtvadem.org/wp-content/uploads/2012/07/Allison-Silberberg.pdf', u'http://oldtownalexandria.patch.com/articles/volunteers-chip-in-at-community-lodgings', u'http://www.tbd.com/articles/2011/07/alexandria-shelter-gets-facelift-by-volunteers-63555.html', u'http://oldtownalexandria.patch.com/articles/letter-to-the-editor-guttmann-on-silberberg', u'http://westendalexandria.patch.com/topics/Allison+Silberberg']]"
VA00253,"[[u'http://oldtownalexandria.patch.com/topics/Jermaine+Mincey', u'http://www.meetup.com/alexjaycees/members/15348371/', u'http://oldtownalexandria.patch.com/articles/mincey-files-to-run-for-city-council', u'http://www.alexjaycees.org/board.php', u'http://www.sorenseninstitute.org/newsroom/candidate-training-program', u'http://www.vpap.org/updates/show/1014', u'http://alexchamber.chambermaster.com/list/member/jermaine-mincey-alexandria-6550.htm', u'http://aoba-metro.org/uploads/newsletters/atissue/2012/At%20Issue%20-%20VA%20-%20092012.html', u'http://artontheavenue.org/?p=82'], [u'http://oldtownalexandria.patch.com/topics/Jermaine+Mincey', u'http://www.sorenseninstitute.org/newsroom/candidate-training-program', u'http://www.vpap.org/updates', u'http://www.arlingtonchamber.org/External/WCPages/WCWebContent/WebContentPage.aspx?ContentID=344', u'http://www.vpap.org/updates/show/1014', u'http://www.washingtonpost.com/blogs/virginia-politics/post/cost-of-running-for-alexandria-arlington-offices-adds-up/2012/09/20/cbbe2e3e-034f-11e2-9b24-ff730c7f6312_blog.html', u'http://www.vpap.org/elections/locality/51510', u'http://www.washingtonpost.com/blogs/virginia-politics/post/alexandria-mayoral-challenger-wants-more-debates/2012/09/05/41b166be-f780-11e1-8253-3f495ae70650_blog.html', u'http://www.alexandriarotary.org/index.cfm?display=program&sub=l'], [], [u'http://oldtownalexandria.patch.com/topics/Jermaine+Mincey', u'http://www.meetup.com/alexjaycees/members/15348371/', u'http://www.valegionpost24.org/files/May2012_Newsletter.pdf', u'http://www.arlingtonchamber.org/External/WCPages/WCWebContent/WebContentPage.aspx?ContentID=344', u'http://artontheavenue.org/?p=82', u'http://www.reston-connection.com/news/2012/aug/28/how-register-vote-and-vote-early/', u'http://alexandriatutors.org/pdfs/2011_annualreport.pdf', u'http://westendalexandria.patch.com/articles/alexandria-mayor-and-city-council-candidate-websites-6ce7c0cd', u'http://www.alexandriarotary.org/index.cfm?display=newsletter&sub=j&showarchives=1']]"
VA00246,"[[u'http://www.virginiainstitute.org/boards.php', u'http://www.whitepages.com/name/John-Taylor/Virginia', u'http://www.mlsoc.vt.edu/users/jet', u'http://law.wvu.edu/faculty/full_time_faculty/john_e_taylor', u'http://oll.libertyfund.org/title/2104/159956', u'http://www.baconsrebellion.com/oldsite/Wonks_John_Taylor.php', u'http://www.constitution.org/jt/jtnvc.htm', u'http://www.aratorjournal.org/Volume1_1/stromberg1.html', u'https://home.wellsfargoadvisors.com/john.taylor', u'http://www.healthgrades.com/physician/dr-john-taylor-ym56x'], [u'http://www.chapman4council.com/', u'http://www.virginiainstitute.org/boards.php', u'http://tertiumquids.org/recentappearances.html', u'http://virginiavirtucon.wordpress.com/2012/09/25/excellent-supply-side-analysis-from-john-b-taylor-on-the-weak-recovery/', u'http://www.econlib.org/library/LFBooks/Taylor/tylTU0.html', u'http://www.washingtonpost.com/blogs/ezra-klein/wp/2012/08/08/economists-to-romney-campaign-thats-not-what-our-research-says/', u'http://www.linkedin.com/pub/john-taylor/10/56/163', u'http://www2.timesdispatch.com/news/2011/mar/23/19/as-warners-wife-taylor-brought-glamour-to-virginia-ar-922840/', u'http://www.alexandrianews.org/2012/07/john-taylor-chapman-endorsed-by-a-pace-and-other-organizations/', u'https://twitter.com/jbtaylor'], [u'http://wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=GET&db=ann_blomquist&id=I06978', u'http://www.imaginativeconservative.org/2012/02/john-taylor-of-caroline-american-cato.html', u'http://freepages.genealogy.rootsweb.ancestry.com/~haddockfamily/taylornc.htm', u'http://uhaweb.hartford.edu/CHURCHILL/SHEAR_Paper.pdf', u'http://www.enonhall.com/pdf/lineage.LAWSONTAYLOR.pdf', u'http://www.linkedin.com/pub/john-taylor-kittrell/5/5a0/a54', u'http://www.youtube.com/watch?v=1eCYq2vD5GY', u'http://www.milam.com/milams/frontpg/seafarer.htm', u'http://www.kenbrown.info/aka68/1944_news.html', u'http://www.advancingafreesociety.org/'], [u'http://www.chapman4council.com/about_john', u'http://www.linkedin.com/in/johnthedaddyyo', u'http://www.chapman4council.com/', u'http://vko.va.ngb.army.mil/virginiaguard/news/feb12/VDFcc.html', u'http://housedivided.dickinson.edu/essay/print/Essay_Cuddy_Print.pdf', u'http://www.vcuhealth.org/Physicians/Details.aspx?sid=1&lastname=t&PageIndex=0&SortDirection=1&physician=568', u'http://volunteeralexandria.org/index.php?option=com_content&view=article&id=169&Itemid=35', u'http://refugeassociation.org/people/awards/prior-winners/', u'http://cssvirginia.org/vacsn3/crew/virginia/crewlist.htm', u'http://sunsite.utk.edu/civil-war/wvamuster.html']]"
VA00276,"[[u'http://www.hargrave.edu/admissions/about-hargrave/meet-hargrave/wiebking/', u'http://www.linkedin.com/pub/william-wiebking/19/651/298', u'http://espn.go.com/blog/high-school/boys-basketball/post/_/id/5511/montrezl-harrell-embraces-delayed-spotlight', u'http://www.facebook.com/wiebkingw', u'http://espn.go.com/blog/high-school/boys-basketball/tag/_/name/montrezl-harrell', u'http://grouper.ieee.org/groups/1622/examples/EML-v7-samples/VIP/Virginia-EML230.xml', u'http://espn.go.com/blog/high-school/boys-basketball/tag/_/name/basketball-recruiting', u'http://www.facebook.com/pages/Hargrave-Military-Academy/129289865120', u'http://www.docstoc.com/docs/58096577/2007b-Fall-Guidon', u'http://www.lead411.com/William_Wright_3125488.html'], [u'http://espn.go.com/blog/high-school/boys-basketball/archive/_/month/may-2012', u'http://www.newsweekshowcase.com/Testimonial', u'http://www.city-data.com/elec2/10/elec-CHICAGO-IL-10-part4.html', u'http://www.statler.wvu.edu/alumni/honor.php', u'http://www.beckershospitalreview.com/hospital-executive-moves/130-hospital-and-healthcare-system-ceos-to-know.html', u'http://www.genealogybuff.com/md/state/webbbs_config.pl/read/177', u'http://www.beckershospitalreview.com/news-analysis/256-hospital-and-healthcare-leaders-part-2.html', u'http://advancement.umd.edu/honorroll/index.php?level_id=8', u'http://www.thefreelibrary.com/Technical+sessions.+(T42+-+W38).-a084020134', u'http://www.anticruelty.org/site/files/576/71001/366766/502079/ACS_AR_08.pdf'], [], [u'http://www.docstoc.com/docs/58096577/2007b-Fall-Guidon', u'http://www.slideshare.net/cwarnock/play-area-presentation', u'http://commanddecision.wordpress.com/', u'http://www.hargrave.edu/news/view/2011-weekend-of-service', u'http://www.scoutingmagazine.org/issues/0210/a-join.html', u'http://www.mae.cemr.wvu.edu/news/newsletters/1994spring.pdf', u'http://www.apl-shelter.org/DotNetNuke/LinkClick.aspx?fileticket=4aZWRmkYEYs%3D&tabid=104&mid=671', u'http://www.fourthchurch.org/pdfs/cl-annual-report2010.pdf', u'http://www.fiamchenrycounty.org/userfiles/2010-2011_Annual_Report.pdf', u'http://www.genealogybuff.com/md/state/webbbs_config.pl/read/177']]"
VA00248,"[[u'http://jeanetterishell.com/Press_Releases.html', u'http://manassaspark.patch.com/articles/jeanette-rishell-receives-endorsements-for-city-council-seat', u'http://www.linkedin.com/pub/jeanette-rishell/6/290/990', u'http://manassaspark.patch.com/topics/Jeanette+Rishell', u'http://www.bvbl.net/index.php/category/manassas-park/jeanette-rishell/', u'http://www.farmteam.org/2012/08/27/the-farm-team-endorses-jeanette-rishell-for-manassas-park-city-council/', u'http://www.bvbl.net/index.php/2012/06/18/jeanette-rishell-rises-from-the-political-undead/', u'http://www.farmteam.org/2009/08/28/jeanette-rishell-cupcakes-conversation/', u'http://www.youtube.com/watch?v=t3zLrhVs8Ws', u'http://www.chadderdongroup.com/clients/'], [u'http://www.bvbl.net/index.php/category/manassas-park/jeanette-rishell/', u'http://jeanetterishell.com/Press_Releases.html', u'http://www.bvbl.net/index.php/2012/06/18/jeanette-rishell-rises-from-the-political-undead/', u'http://www.jeanetterishell.com/', u'http://manassaspark.patch.com/topics/Jeanette+Rishell', u'http://www.chadderdongroup.com/clients/', u'http://www.youtube.com/watch?v=t3zLrhVs8Ws', u'http://manassaspark.patch.com/articles/fourth-candidate-throws-hat-in-ring-for-city-council-seat', u'http://www.linkedin.com/in/trentarmitage', u'http://www.farmteam.org/2012/09/07/kick-off-lit-drop-with-jeanette/'], [u'http://manassaspark.patch.com/articles/jeanette-rishell-receives-endorsements-for-city-council-seat', u'http://www.farmteam.org/2012/08/27/the-farm-team-endorses-jeanette-rishell-for-manassas-park-city-council/', u'http://www.chadderdongroup.com/clients/', u'http://www.farmteam.org/2012/08/', u'http://www.jeanetterishell.com/', u'http://www.farmteam.org/page/3/', u'http://www.linkedin.com/in/trentarmitage', u'http://www.facebook.com/thefarmteam', u'http://www.linkedin.com/title/legislative-assistant/at-virginia-house-of-delegates', u'https://twitter.com/TheFarmTeam'], [u'http://jeanetterishell.com/Press_Releases.html', u'http://manassaspark.patch.com/articles/jeanette-rishell-receives-endorsements-for-city-council-seat', u'http://www.linkedin.com/in/trentarmitage', u'http://manassaspark.patch.com/topics/Jeanette+Rishell', u'http://www.facebook.com/pages/Manassas-CityManassas-Park-City-Democratic-Party/193882377383136', u'http://manassaspark.patch.com/articles/manassas-park-candidate-says-texting-911-should-be-an-option', u'http://www.bvbl.net/index.php/2009/07/', u'http://manassaspark.patch.com/articles/fourth-candidate-throws-hat-in-ring-for-city-council-seat', u'http://www.facebook.com/thefarmteam', u'http://www.bvbl.net/index.php/category/pwc-politics/pwcdc/']]"
